Category,Item Name,Dine In Price,Take Away Price
ABC - ABC,ABC Biasa,6,6
ABC - ABC,ABC Special,6,6
ABC - ABC,Lychee Kang,6,6
AIR TIN - AIR TIN,Drinking Water Besar,2,2
AIR TIN - AIR TIN,Drinking Water Kecil,1,1
AIR TIN - AIR TIN,Air Tin,2.7,2.7
AIR TIN - AIR TIN,Basil Seed,4,4
AIR TIN - AIR TIN,Calpis,3.5,3.5
AIR TIN - AIR TIN,Durian Blenda,4,4
AIR TIN - AIR TIN,Mango Tin,4,4
AIR TIN - AIR TIN,100 Plus 500ml,3.5,3.5
AIR TIN - AIR TIN,Coca Cola 500ml,3.5,3.5
AIR TIN - AIR TIN,Red Bull,4,4
AIR TIN - AIR TIN,Nescafe Tin,3.5,3.5
AIR TIN - AIR TIN,Milo Tin,3.5,3.5
AIR TIN - AIR TIN,100 Plus Big 1.5L,5,5
AIR TIN - AIR TIN,Coca Cola Big,5,5
AIR TIN - AIR TIN,AIS BATU,0.5,0.5
AIR TIN - AIR TIN,AIR TIN BUNGKUS,3,3
AIR TIN - AIR TIN,ASAM JAWA BOTTOL,3,3
AIR TIN - AIR TIN,ASAM JAWA MADU,3.5,3.5
AIR TIN - AIR TIN,BARBICAN,6.5,6.5
AIR TIN - AIR TIN,PRAN FALOODA,4.8,4.8
BREAK FAST - BREAK FAST,Vadai,1,1
BREAK FAST - BREAK FAST,Samosa,1.5,1.5
BREAK FAST - BREAK FAST,Puttu Mayam 1 BIJI,1,1
BREAK FAST - BREAK FAST,Poori 1 Set*2pcs,4,4
BREAK FAST - BREAK FAST,Poori 1 Keping,2,2
BREAK FAST - BREAK FAST,Capati Biasa,2.5,2.5
BREAK FAST - BREAK FAST,Capati Planta,3,3
BREAK FAST - BREAK FAST,Capati Cheese,3.8,3.8
BREAK FAST - BREAK FAST,Capati Sardin,4.9,4.9
BREAK FAST - BREAK FAST,IDLI 1 BIJI,1,1
BREAK FAST - BREAK FAST,Capati Masala,4,4
BREAK FAST - BREAK FAST,Capati Tampal,3.9,3.9
BREAK FAST - BREAK FAST,Capati Ghee,4,4
BREAK FAST - BREAK FAST,Capati Kaya,3.2,3.2
BREAK FAST - BREAK FAST,IDLI 1 SET*2pcs,2,2
BREAK FAST - BREAK FAST,Kentang Masala,2,2
BREAK FAST - BREAK FAST,APPAM BIASA,2.5,2.5
BREAK FAST - BREAK FAST,APPAM TELUR,3.5,3.5
BREAK FAST - BREAK FAST,KENTANG MASALA RM1,1,1
BREAK FAST - BREAK FAST,KARUPUP BIASA,1,1
BREAK FAST - BREAK FAST,KARIPUP SARDIN,1.5,1.5
BUAH BUAHAN - BUAH BUAHAN,Fruit Papaya Long Cut,3,3
BUAH BUAHAN - BUAH BUAHAN,Fruit Jambu,4,4
BUAH BUAHAN - BUAH BUAHAN,Fruit Dragon,5,5
BUAH BUAHAN - BUAH BUAHAN,Fruit Mango,5,5
BUAH BUAHAN - BUAH BUAHAN,Fruit Nanas,5,5
BUAH BUAHAN - BUAH BUAHAN,Fruit Papaya Small Cut,3.5,3.5
BUAH BUAHAN - BUAH BUAHAN,BUAH NANGKA,5,5
FRESH JUICE - FRESH JUICE,Air Kelapa,6.3,6.3
FRESH JUICE - FRESH JUICE,Orange Juice,6.3,6.3
FRESH JUICE - FRESH JUICE,Orange Juice Besar,7.8,7.8
FRESH JUICE - FRESH JUICE,Pineapple Jucie,6.3,6.3
FRESH JUICE - FRESH JUICE,Pineapple Juice Besar,7.5,7.8
FRESH JUICE - FRESH JUICE,Carrot O,6,6.3
FRESH JUICE - FRESH JUICE,Apple Juice,6,6.3
FRESH JUICE - FRESH JUICE,Apple Juice Besar,7.5,7.8
FRESH JUICE - FRESH JUICE,Watermelon Juice,6,6.3
FRESH JUICE - FRESH JUICE,Watermelon Juice Besar,7.5,7.8
FRESH JUICE - FRESH JUICE,Carrot O Besar,7.5,7.8
FRESH JUICE - FRESH JUICE,Carrot Milk,7,7.3
FRESH JUICE - FRESH JUICE,Carrot Milk Besar,8.5,8.8
FRESH JUICE - FRESH JUICE,2 Mixed Fruit,7.5,7.8
FRESH JUICE - FRESH JUICE,Mixed Fruit Besar,10.5,10.8
FRESH JUICE - FRESH JUICE,Lychee,5.5,5.8
FRESH JUICE - FRESH JUICE,Lemon Panas,3.8,4.1
FRESH JUICE - FRESH JUICE,Lemon Ais,4.1,4.3
FRESH JUICE - FRESH JUICE,LEMON HALIA PANAS,4.3,4.8
FRESH JUICE - FRESH JUICE,LEMON HALIA AIS,4.8,4.8
FRESH JUICE - FRESH JUICE,Watermelon Lychee,7.5,7.8
FRESH JUICE - FRESH JUICE,Apple Lychee,7.5,7.8
FRESH JUICE - FRESH JUICE,Lychee Besar,7.5,7.8
FRESH JUICE - FRESH JUICE,Teh O Lemon Panas,4,4.3
FRESH JUICE - FRESH JUICE,Teh O Lemon Ais,4.6,4.9
FRESH JUICE - FRESH JUICE,Lemon Asam Boi Panas,4.8,5
FRESH JUICE - FRESH JUICE,Lemon Asam Boi Ais,5.1,5.4
FRESH JUICE - FRESH JUICE,Sirap Lemon Ais,4.6,4.9
FRESH JUICE - FRESH JUICE,Sirap Lemon Ais Besar,6.8,7
FRESH JUICE - FRESH JUICE,Lemon Madu,4.8,5
FRESH JUICE - FRESH JUICE,Lemon Madu Ais,5.1,5.4
FRESH JUICE - FRESH JUICE,Barli Lemon,4.3,4.6
FRESH JUICE - FRESH JUICE,Barli Lemon Ais,4.8,5.1
FRESH JUICE - FRESH JUICE,Apple Asam Boi,6.5,6.8
FRESH JUICE - FRESH JUICE,Sirap Lychee Ais,6.4,6.7
FRESH JUICE - FRESH JUICE,Limau Madu Ais,3.8,4
FRESH JUICE - FRESH JUICE,Limau Madu Panas,3.3,3.6
FRESH JUICE - FRESH JUICE,TEH O LEMON AIS BESAR,6.8,7
FRESH JUICE - FRESH JUICE,LEMON AIS BESAR,6.1,6.4
FRESH JUICE - FRESH JUICE,Air Mata Kuching,4.1,4.4
FRESH JUICE - FRESH JUICE,LEMON MADU AIS BESAR,7.5,7.8
FRESH JUICE - FRESH JUICE,WATERMELON SUSU,7,7.3
FRESH JUICE - FRESH JUICE,LYCHEE SUSU,7,7.3
FRESH JUICE - FRESH JUICE,APPLE SUSU,7,7.3
FRESH JUICE - LASSI,Sweet Lassi,8,8
FRESH JUICE - LASSI,Papaya Honey Lassi,8,8
FRESH JUICE - LASSI,Rose Lassi,8,8
FRESH JUICE - LASSI,Strawberry Lassi,8,8
FRESH JUICE - LASSI,Mango Lassi,8,8
FRESH JUICE - LASSI,Banana Lassi,8,8
FRESH JUICE - LASSI,Almond Sweet Lassi,9,9
FRESH JUICE - MILK SHAKE,Strawberry Milkshake,7.5,7.5
FRESH JUICE - MILK SHAKE,Vanilla Milkshake,7.5,7.5
FRESH JUICE - MILK SHAKE,Caramel Milkshake,7.5,7.5
FRESH JUICE - MILK SHAKE,Chocolate Milkshake,8,8
FRESH JUICE - MILK SHAKE,Oreo Milkshake,7.5,7.5
FRESH JUICE - MILK SHAKE,Banana Milkshake,7.5,7.5
FRESH JUICE - MILK SHAKE,Mango Milkshake,7.5,7.5
FRESH JUICE - MILK SHAKE,Blackcurrent Milkshake,7.5,7.5
FRESH JUICE - MILK SHAKE,Almond Honey Milkshake,9,9
GORENG MELAYU - BIHUN GORENG,Bihun Goreng Biasa,6.5,6.5
GORENG MELAYU - BIHUN GORENG,Bihun Goreng Telur Mata,8.3,8.3
GORENG MELAYU - BIHUN GORENG,Bihun Goreng Ayam,10.5,10.5
GORENG MELAYU - BIHUN GORENG,Bihun Goreng Daging,10.5,10.5
GORENG MELAYU - BIHUN GORENG,Bihun Goreng Udang,10.5,10.5
GORENG MELAYU - BIHUN GORENG,Bihun Goreng Sotong,10.5,10.5
GORENG MELAYU - BIHUN GORENG,Bihun Goreng Seafood,10.5,10.5
GORENG MELAYU - BIHUN GORENG,Bihun Goreng Pattaya,8,8
GORENG MELAYU - BIHUN GORENG,Bihun Goreng Tom Yam,9,9
GORENG MELAYU - BIHUN GORENG,Bihun Goreng Bandung,11,11
GORENG MELAYU - BIHUN GORENG,Bihun Goreng Ladna,11,11
GORENG MELAYU - BIHUN GORENG,Bihun Goreng Kongfu,11,11
GORENG MELAYU - BIHUN GORENG,Bihun Goreng Singapore,7,7
GORENG MELAYU - BIHUN GORENG,Bihun Goreng Hailam,11,11
GORENG MELAYU - BIHUN GORENG,Bihun Campur Mee Goreng,7.5,7.5
GORENG MELAYU - INDOMEE GORENG,INDOMEE BIASA,5.5,5.5
GORENG MELAYU - INDOMEE GORENG,INDOMEE DOUBLE,8,8
GORENG MELAYU - INDOMEE GORENG,INDOMEE TRIPLE,10,10
GORENG MELAYU - KUEY TEOW GORENG,Kuey Teow Goreng Biasa,6.5,6.5
GORENG MELAYU - KUEY TEOW GORENG,Kuey Teow Goreng Telur Mata,8.3,8.3
GORENG MELAYU - KUEY TEOW GORENG,Kuey Teow Goreng Ayam,10.5,10.5
GORENG MELAYU - KUEY TEOW GORENG,Kuey Teow Goreng Daging,10.5,10.5
GORENG MELAYU - KUEY TEOW GORENG,Kuey Teow Goreng Udang,10.5,10.5
GORENG MELAYU - KUEY TEOW GORENG,Kuey Teow Goreng Sotong,10.5,10.5
GORENG MELAYU - KUEY TEOW GORENG,Kuey Teow Goreng Seafood,10.5,10.5
GORENG MELAYU - KUEY TEOW GORENG,Kuey Teow Goreng Pattaya,8,8
GORENG MELAYU - KUEY TEOW GORENG,Kuey Teow Goreng Bandung,11,11
GORENG MELAYU - KUEY TEOW GORENG,Kuey Teow Goreng Ladna,11,11
GORENG MELAYU - KUEY TEOW GORENG,Kuey Teow Goreng Hailam,11,11
GORENG MELAYU - KUEY TEOW GORENG,Kuey Teow Goreng Kungfu,11,11
GORENG MELAYU - KUEY TEOW GORENG,Kuey Teow Goreng Hong Kong,11,11
GORENG MELAYU - KUEY TEOW GORENG,Kuey Teow Campur Mee Goreng,7.5,7.5
GORENG MELAYU - KUEY TEOW GORENG,Kuey Teow Campur Bihun Goreng,7.5,7.5
GORENG MELAYU - KUEY TEOW GORENG,KUEY TEOW G TOMYAM,8,8
GORENG MELAYU - MAGGI GORENG,Maggi Goreng Biasa,6.5,6.5
GORENG MELAYU - MAGGI GORENG,Maggi Goreng Double,8.5,8.5
GORENG MELAYU - MAGGI GORENG,Maggi Goreng Telur Mata,8.3,8.3
GORENG MELAYU - MAGGI GORENG,Maggi Goreng Ayam,10.5,10.5
GORENG MELAYU - MAGGI GORENG,Maggi Goreng Double Ayam,12.5,12.5
GORENG MELAYU - MAGGI GORENG,Maggi Goreng Daging,10.5,10.5
GORENG MELAYU - MAGGI GORENG,Maggi Goreng Udang,11,11.3
GORENG MELAYU - MAGGI GORENG,Maggi Goreng Sotong,10.5,10.5
GORENG MELAYU - MAGGI GORENG,Maggi Goreng Seafood,10.5,10.5
GORENG MELAYU - MAGGI GORENG,Maggi Goreng Pattaya,7,7
GORENG MELAYU - MAGGI GORENG,Maggi Kungfu,11,11
GORENG MELAYU - MAGGI GORENG,Maggi Goreng Tom Yam,8,8
GORENG MELAYU - MAGGI GORENG,Maggi Bandung,11,11
GORENG MELAYU - MAGGI GORENG,Maggi Ladna,11,11
GORENG MELAYU - MAGGI GORENG,Maggi Hailam,11,11
GORENG MELAYU - MAGGI GORENG,Maggi Goreng Hong Kong,11,11
GORENG MELAYU - MAGGI GORENG,Maggi Campur Mee Goreng,7.5,7.5
GORENG MELAYU - MAGGI GORENG,Maggi Campur Kuey Teow Goreng,7.5,7.5
GORENG MELAYU - MAGGI GORENG,Maggi Campur Bihun Goreng,7.5,7.5
GORENG MELAYU - MEE GORENG,Mee Goreng Biasa,6.5,6.5
GORENG MELAYU - MEE GORENG,Mee Goreng Telur Mata,8.3,8.3
GORENG MELAYU - MEE GORENG,Mee Goreng Ayam,10.5,10.5
GORENG MELAYU - MEE GORENG,Mee Goreng Daging,10.5,10.5
GORENG MELAYU - MEE GORENG,Mee Goreng Udang,10.5,10.5
GORENG MELAYU - MEE GORENG,Mee Goreng Sotong,10.5,10.5
GORENG MELAYU - MEE GORENG,Mee Goreng Seafood,10.5,10.5
GORENG MELAYU - MEE GORENG,Mee Goreng Pattaya,8,8
GORENG MELAYU - MEE GORENG,Mee Goreng Ladna,11,11
GORENG MELAYU - MEE GORENG,Mee Goreng Hong Kong,11,11
GORENG MELAYU - MEE GORENG,Mee Goreng Kongfu,11,11
GORENG MELAYU - MEE GORENG,Mee Goreng Tom Yam,11,11
GORENG MELAYU - MEE GORENG,Mee Goreng Hailam,11,11
GORENG MELAYU - MEE GORENG,Mee Goreng Bandung,11,11
GORENG MELAYU - MEE GORENG,Mee Campur Kuey Teow Goreng,7.5,7.5
GORENG MELAYU - MEE GORENG,Mee Campur Bihun,7.5,7.5
GORENG MELAYU - NASI GORENG,Nasi Goreng Biasa,6.5,6.5
GORENG MELAYU - NASI GORENG,Nasi G Kampung,7.5,7.5
GORENG MELAYU - NASI GORENG,Nasi Goreng Thai,7,7
GORENG MELAYU - NASI GORENG,N G USA AYAM,12,12
GORENG MELAYU - NASI GORENG,Nasi Goreng Hameed,12.5,12.5
GORENG MELAYU - NASI GORENG,Nasi Goreng Telur Mata,8.3,8.3
GORENG MELAYU - NASI GORENG,Nasi Goreng Ikan Masin,8.5,8.5
GORENG MELAYU - NASI GORENG,Nasi Goreng Sardin,7.5,7.5
GORENG MELAYU - NASI GORENG,N G USA Daging,12,12
GORENG MELAYU - NASI GORENG,Nasi Goreng Tom Yam,8,8
GORENG MELAYU - NASI GORENG,Nasi Goreng Ayam,10.5,10.5
GORENG MELAYU - NASI GORENG,Nasi G Cina,7,7
GORENG MELAYU - NASI GORENG,Nasi Goreng Cili Api,7,7
GORENG MELAYU - NASI GORENG,N G Paprik Ayam,11,11
GORENG MELAYU - NASI GORENG,Nasi Goreng Pattaya Ayam,12.5,12.5
GORENG MELAYU - NASI GORENG,Nasi Goreng Daging,10.5,10.5
GORENG MELAYU - NASI GORENG,Nasi Goreng Belacan,7,7
GORENG MELAYU - NASI GORENG,Nasi Goreng Cendawan,8.5,8.5
GORENG MELAYU - NASI GORENG,N G Paprik Daging,11,11
GORENG MELAYU - NASI GORENG,Nasi Goreng Paprik Campur,11.5,11.5
GORENG MELAYU - NASI GORENG,Nasi Goreng Seafood,10.5,10.5
GORENG MELAYU - NASI GORENG,Nasi Goreng Sotong,10.5,10.5
GORENG MELAYU - NASI GORENG,Nasi Goreng Ayam Kunyit,11,11
GORENG MELAYU - NASI GORENG,Nasi Goreng Ayam Merah,11,11
GORENG MELAYU - NASI GORENG,Nasi Goreng Sotong Kunyit,11.5,11.5
GORENG MELAYU - NASI GORENG,Nasi Goreng Udang,10.5,10.5
GORENG MELAYU - NASI GORENG,Nasi Goreng Pattaya,8,8
GORENG MELAYU - NASI GORENG,Nasi Goreng Daging Kunyit,11,11
GORENG MELAYU - NASI GORENG,Nasi Goreng Daging Merah,11,11
GORENG MELAYU - NASI GORENG,Nasi Goreng Kicap,7,7
GORENG MELAYU - NASI GORENG,Nasi Goreng Paprik Udang,11.5,11.5
GORENG MELAYU - NASI GORENG,Nasi Goreng Paprik Sotong,11.5,11.5
GORENG MELAYU - NASI GORENG,N G Paprik Seafood,11.5,11.5
GORENG MELAYU - NASI GORENG,N G KAMPUNG DAGING,11.5,11.5
GORENG MELAYU - NASI GORENG,N G Kampung Ayam,11.5,11.5
GORENG MELAYU - NASI GORENG,Nasi Goreng Kampung Seafood,12,12
GORENG MELAYU - NASI GORENG,Nasi Goreng U S A Campur,13,13
GORENG MELAYU - NASI GORENG,Nasi Goreng U S A Seafood,13,13
GORENG MELAYU - NASI GORENG,Nasi Goreng Ladna,9.5,9.5
GORENG MELAYU - NASI GORENG,Nasi Goreng Tom Yam Ayam,12,12
GORENG MELAYU - NASI GORENG,Nasi Goreng Tom Yam Daging,12,12
GORENG MELAYU - NASI GORENG,Nasi Goreng Tom Yam Seafood,12.5,12.5
GORENG MELAYU - NASI GORENG,Nasi Bujang,4.8,4.8
ICE CREAM - ICE CREAM,Ice Cream RM1.20,1.2,1.2
ICE CREAM - ICE CREAM,Ice Cream RM4.50,4.5,4.5
ICE CREAM - ICE CREAM,Butterfly Ice Cream,2.5,2.5
ICE CREAM - ICE CREAM,Milo Stick Ice Cream,2.5,2.5
ICE CREAM - ICE CREAM,Milo Cup Ice Cream,2.5,2.5
ICE CREAM - ICE CREAM,Kitkat Cone Ice Cream,3.5,3.5
ICE CREAM - ICE CREAM,Kitkat Stick Ice Cream,4.9,4.9
ICE CREAM - ICE CREAM,Sundae Cup Ice Cream,3,3
ICE CREAM - ICE CREAM,Drumstick Ice Cream,3,3
ICE CREAM - ICE CREAM,Crunch Ice Cream,2.5,2.5
ICE CREAM - ICE CREAM,Apple Sourz Ice Cream,2.5,2.5
ICE CREAM - ICE CREAM,Mochi Boba Ice Cream,3.7,3.7
ICE CREAM - ICE CREAM,Nes Gold Stick Ice Cream,4.9,4.9
ICE CREAM - ICE CREAM,Oreo Stick Ice Cream,4.9,4.9
ICE CREAM - ICE CREAM,Musang King Ice Cream,6.5,6.5
ICE CREAM - ICE CREAM,ICE CREAM RM4.00,4,4
ICE CREAM - ICE CREAM,MILO KAW ICECREAM,3.5,3.5
ICE CREAM - ICE CREAM,CADBURY ICE CREAM,5.2,5.2
ICE CREAM - ICE CREAM,OREO CONE,3.5,3.5
ICE CREAM - ICE CREAM,DRUMSTICK FRO-YO,3.5,3.5
ICE CREAM - ICE CREAM,ICE CREAM,0,0
MAMAK GORENG - BIHUN GORENG,Bihun Goreng Biasa Mamak,6.5,6.5
MAMAK GORENG - BIHUN GORENG,Bihun Goreng Telur Mata Mamak,8.3,8.3
MAMAK GORENG - BIHUN GORENG,Bihun Goreng Ayam Mamak,10.5,10.5
MAMAK GORENG - BIHUN GORENG,Bihun Goreng Kambing Mamak,13,13
MAMAK GORENG - BIHUN GORENG,Bihun Goreng Daging Mamak,12,12
MAMAK GORENG - BIHUN GORENG,Bihun Goreng Pattaya Mamak,0,0
MAMAK GORENG - BIHUN GORENG,Bihun Sup Mamak,0,0
MAMAK GORENG - CAMPUR GORENG,Mee Campur Bihun,7.5,7.5
MAMAK GORENG - CAMPUR GORENG,Kuey Teow Campur Bihun,7.5,7.5
MAMAK GORENG - CAMPUR GORENG,Mee Campur Bihun Goreng,7.5,7.5
MAMAK GORENG - CAMPUR GORENG,Mee Campur Kuey Teow,7.5,7.5
MAMAK GORENG - CAMPUR GORENG,Mee Campur Kuey Teow Goreng,7.5,7.5
MAMAK GORENG - CAMPUR GORENG,Bihun Campur Kuey Teow Goreng,7.5,7.5
MAMAK GORENG - KUEY TEOW GORENG,Kuey Teow Gg Biasa Mamak,6.5,6.5
MAMAK GORENG - KUEY TEOW GORENG,Kuey Teow Gg Telur Mata Mamak,8.3,8.3
MAMAK GORENG - KUEY TEOW GORENG,Kuey Teow Gg Ayam Mamak,10.5,10.5
MAMAK GORENG - KUEY TEOW GORENG,Kuey Teow Goreng Kambing Mamak,13,13
